country,country_m49,year,milk_total_tonnes,ch4_total_ktco2e,kg_co2e_per_ton_milk
Lao People's Democratic Republic,418,2022,8822.96,4.4985,0.50986290315268346
Lao People's Democratic Republic,418,2020,8359.06,4.1960999999999995,0.50198228030424474
Lao People's Democratic Republic,418,2021,8576.85,4.3373,0.50569847904533716
Latvia,428,2022,975290.0,17.6908,0.018139015062186632
Latvia,428,2023,963680.0,16.4805,0.017101631246886934
Latvia,428,2021,992220.0,18.164099999999998,0.018306524762653442
Latvia,428,2020,990100.0,18.8324,0.019020704979295023
Lebanon,422,2020,301541.0,7.8289999999999988,0.025963301839550836
Lebanon,422,2021,279590.0,7.9063,0.028278193068421619
Lebanon,422,2023,222576.0,7.834,0.035196966429444324
Lebanon,422,2022,233840.0,7.9208,0.033872733492986661
Lesotho,426,2020,133000.0,5.7966000000000006,0.043583458646616544
Lesotho,426,2022,205000.0,5.312,0.025912195121951219
Lesotho,426,2021,120000.0,5.8488,0.04874
Lesotho,426,2023,225000.0,5.8547,0.026020888888888889
Liberia,430,2020,8207.31,0.3156,0.03845352496737664
Liberia,430,2021,8299.25,0.31,0.037352772840919361
Liberia,430,2022,8321.27,0.31339999999999996,0.037662520264334649
Liberia,430,2023,8344.4,0.31749999999999995,0.038049470303437027
Libya,434,2023,226694.58000000002,61.708200000000005,0.27220853714279364
Libya,434,2021,218884.80000000002,60.208299999999994,0.2750684378266558
Libya,434,2020,228772.07,60.2119,0.26319602738218872
Libya,434,2022,228304.06000000003,60.908,0.26678456791350968
Lithuania,440,2023,1472970.0,29.325,0.019908755779140103
Lithuania,440,2022,1521940.0,31.013799999999996,0.020377807272297196
Lithuania,440,2021,1476890.0,31.153,0.021093649493191775
Lithuania,440,2020,1491670.0,32.2156,0.021597002017872586
Luxembourg,442,2023,469290.0,7.619,0.01623516375801743
Luxembourg,442,2020,447460.0,7.5615999999999994,0.016898940687435748
Luxembourg,442,2022,452430.0,7.7354,0.01709745153946467
Luxembourg,442,2021,443390.0,7.6122,0.017168181510633977
Madagascar,450,2020,456008.55,71.196,0.15612865153515215
Madagascar,450,2021,417927.03,64.335,0.15393835617667512
Madagascar,450,2023,439077.45,68.0823,0.15505760999568527
Madagascar,450,2022,387947.31,58.958499999999994,0.15197553502819749
Malawi,454,2023,224476.33000000002,74.187,0.33048918788007625
Malawi,454,2020,201658.02000000002,64.1697,0.31821050310818283
Malawi,454,2021,205041.13,68.4881,0.33402127660923447
Malawi,454,2022,215907.13,69.8996,0.32374845610703085
Malaysia,458,2021,44588.83,8.3155,0.18649289519370657
Malaysia,458,2020,47506.5,7.4056,0.15588603664761663
Malaysia,458,2022,45019.33,8.0996,0.17991382812671802
Malaysia,458,2023,46300.56,8.1393999999999984,0.17579484999749462
Mali,466,2022,1075052.0,439.0063,0.40835820034751807
Mali,466,2020,996009.0,405.1937,0.406817307875732
Mali,466,2021,1037509.0,421.7331,0.40648620879433334
Mali,466,2023,1114138.0,457.0475,0.41022521447073879
Malta,470,2022,42070.0,1.1444,0.027202281911100547
Malta,470,2023,40390.0,1.1098,0.02747709829165635
Malta,470,2021,42320.0,1.0849,0.025635633270321357
Malta,470,2020,44940.0,1.1185999999999998,0.024890965732087225
Mauritania,478,2020,356064.69,187.9882,0.52796080397637857
Mauritania,478,2021,361918.47000000003,189.8009,0.52442999109716615
Mauritania,478,2023,362460.93999999994,191.8336,0.52925316587216265
Mauritania,478,2022,360574.81,190.8487,0.52929016311483323
Mauritius,480,2021,2602.0,0.14200000000000002,0.054573405073020761
Mauritius,480,2020,2500.0,0.1442,0.057679999999999995
Mauritius,480,2023,2788.0,0.1428,0.051219512195121955
Mauritius,480,2022,2231.0,0.1424,0.063827879874495744
Mexico,484,2021,13411323.129999999,238.3274,0.017770610527374567
Mexico,484,2023,13909700.93,243.7931,0.017526839809632055
Mexico,484,2022,13674326.68,241.1582,0.017635837262299482
Mexico,484,2020,13109108.7,235.9155,0.017996303593088674
Mongolia,496,2023,250535.56999999998,395.75530000000003,1.5796371748730134
Mongolia,496,2022,206065.50999999998,439.4095,2.1323777084287423
Mongolia,496,2021,175243.96999999997,406.41409999999996,2.3191331490607068
Mongolia,496,2020,188477.68000000002,412.7508,2.1899187214104079
Montenegro,499,2021,178446.0,8.293,0.0464734429463255
Montenegro,499,2022,156670.22,8.1123,0.051779463895563559
Montenegro,499,2023,161394.4,8.3272,0.051595346554775129
Montenegro,499,2020,185726.0,9.0646999999999984,0.048806844491347465
Morocco,504,2020,2717555.3,231.1908,0.085073080205580368
Morocco,504,2023,2046617.73,212.9474,0.10404844875452143
Morocco,504,2021,2667855.4800000004,235.65470000000002,0.088331134038789824
Morocco,504,2022,2151266.36,226.3395,0.10521221556218636
Mozambique,508,2020,20913.4,17.017599999999998,0.8137175208239692
Mozambique,508,2021,21983.93,18.0766,0.822264263032133
Mozambique,508,2022,23793.440000000002,22.9166,0.96314782561916212
Mozambique,508,2023,23048.65,21.381999999999998,0.92768990808572283
Myanmar,104,2021,2117997.64,249.4242,0.11776415388262661
Myanmar,104,2022,2198385.0900000003,251.7451,0.11451364965361914
Myanmar,104,2020,2096768.88,245.2872,0.11698342260783651
Myanmar,104,2023,2242389.94,251.8488,0.11231266940129067
Namibia,516,2021,102578.74,10.6363,0.10368912700623931
Namibia,516,2023,113641.86,13.667800000000002,0.12027082274084568
Namibia,516,2022,115965.81,12.2431,0.10557508286278516
Namibia,516,2020,100553.31,10.399899999999999,0.10342672956265686
Nepal,524,2020,2451134.63,453.24580000000003,0.18491265002445012
Nepal,524,2021,2633979.1500000004,453.3453,0.17211423256710287
Nepal,524,2022,2723926.65,455.3213,0.16715622647181047
Nepal,524,2023,2770677.8,316.3922,0.11419306856971967
Netherlands (Kingdom of the),528,2021,14605090.0,217.4018,0.014885344766790209
Netherlands (Kingdom of the),528,2023,15117050.0,217.0796,0.01435991810571507
Netherlands (Kingdom of the),528,2020,14929000.0,219.3794,0.014694848951704736
Netherlands (Kingdom of the),528,2022,14983910.0,219.5841,0.014654659564826538
New Caledonia,540,2021,486.0,0.0382,0.078600823045267484
New Caledonia,540,2022,446.0,0.038099999999999995,0.085426008968609857
New Caledonia,540,2023,100.0,0.038,0.38
New Caledonia,540,2020,501.0,0.0383,0.076447105788423148
New Zealand,554,2023,21245000.0,524.2822,0.024677910096493293
New Zealand,554,2020,21871305.0,548.2559,0.025067361092536548
New Zealand,554,2022,21051000.0,523.9787,0.024890917296090449
New Zealand,554,2021,21886376.0,544.6124,0.024883626233963996
Nicaragua,558,2023,1372910.59,74.3522,0.054156622100205366
Nicaragua,558,2020,1399699.26,76.111,0.054376680887864438
Nicaragua,558,2021,1430039.22,73.1996,0.051187127581018378
Nicaragua,558,2022,1436683.9,73.746,0.0513307067755127
Niger,562,2021,1483466.1,388.6127,0.26196264275941322
Niger,562,2023,1641790.6500000001,391.2501,0.23830693639289513
Niger,562,2022,1565517.47,384.5403,0.2456314332921497
Niger,562,2020,1510963.14,373.3523,0.247095571107049
Nigeria,566,2021,523324.41,104.0924,0.19890606669771049
Nigeria,566,2020,519811.34,103.3157,0.19875614872118796
Nigeria,566,2023,526502.2,104.7801,0.19901170403466503
Nigeria,566,2022,525458.0,104.6995,0.19925379383318934
Niue,570,2020,58.72,0.0091,0.15497275204359673
Niue,570,2023,58.88,0.0091,0.15455163043478259
Niue,570,2021,58.77,0.0091,0.1548409052237536
Niue,570,2022,58.83,0.0091,0.15468298487166413
North Macedonia,807,2022,387967.01,19.1621,0.049391055182758964
North Macedonia,807,2021,389208.0,20.2989,0.052154375038539806
North Macedonia,807,2023,291731.0,16.1581,0.055386983213988231
North Macedonia,807,2020,461141.0,20.990699999999997,0.045519049488117511
Norway,578,2023,1409353.0,28.5617,0.020265824105103546
Norway,578,2022,1472764.0,29.1204,0.019772618016192685
Norway,578,2021,1592088.0,30.0737,0.018889470933767478
Norway,578,2020,1568470.0,29.808199999999996,0.01900463509024718
Oman,512,2022,361679.89,22.9347,0.063411598582381781
Oman,512,2020,349158.0,22.0442,0.063135314098488368
Oman,512,2023,376139.24,23.393500000000003,0.062193723792285015
Oman,512,2021,355364.63,22.485,0.063273038737704429
Pakistan,586,2020,58701800.0,4011.8226,0.068342411987366652
Pakistan,586,2023,64581550.0,4388.7518,0.067956743063614919
Pakistan,586,2022,62557950.0,4259.1663,0.0680835337475093
Pakistan,586,2021,60598000.0,4133.6303,0.068213972408330312
Palestine,275,2020,145133.33000000002,5.7715,0.039766881942280244
Palestine,275,2021,303607.0,6.7208,0.022136512004005175
Palestine,275,2022,304000.0,6.568,0.021605263157894739
Panama,591,2023,184344.0,10.6597,0.057825044482055291
Panama,591,2022,188490.0,10.643699999999999,0.056468247652395345
Panama,591,2020,213773.0,10.5721,0.049454795507384006
Panama,591,2021,192137.0,10.6013,0.055175733981481963
Papua New Guinea,598,2022,204.1,0.21130000000000002,1.0352768250857423
Papua New Guinea,598,2021,204.10000000000002,0.21120000000000003,1.0347868691817736
Papua New Guinea,598,2020,203.97000000000003,0.21130000000000002,1.0359366573515711
Papua New Guinea,598,2023,204.14000000000001,0.21130000000000002,1.0350739688449104
Paraguay,600,2023,559000.0,15.3298,0.027423613595706622
Paraguay,600,2021,536808.0,15.613000000000001,0.02908488696144618
Paraguay,600,2022,558738.0,15.3113,0.027403362577809277
Paraguay,600,2020,541033.43,15.6851,0.028990999687394547
Peru,604,2021,2205226.11,77.1634,0.034991151088810568
Peru,604,2020,2158609.0,75.5008,0.034976598355700363
Peru,604,2022,2267328.01,78.163599999999988,0.034473882762115216
Peru,604,2023,2221485.59,77.2639,0.034780284125093069
Philippines,608,2021,27089.0,1.1467999999999998,0.042334526929750073
Philippines,608,2022,31188.0,1.3378999999999999,0.042897909452353465
Philippines,608,2020,27511.0,1.1467999999999998,0.0416851441241685
Philippines,608,2023,29980.0,1.2424,0.041440960640426946
Poland,616,2022,15218080.0,226.6034,0.014890406674166518
Poland,616,2021,14890270.0,226.3221,0.015199328151873673
Poland,616,2020,14830870.0,236.3293,0.015934958636951168
Poland,616,2023,15491880.0,249.294,0.016091913957505481
Portugal,620,2020,2099120.0,56.201399999999992,0.02677379092191013
Portugal,620,2022,2030930.0,54.1352,0.026655374631326535
Portugal,620,2023,2058680.0,53.2059,0.025844667456816989
Portugal,620,2021,2100190.0,55.6826,0.02651312500297592
Puerto Rico,630,2023,223897.41999999998,4.3863999999999992,0.019591114538077305
Puerto Rico,630,2021,213356.47,4.5556,0.021352059302443466
Puerto Rico,630,2020,242059.56,4.7772,0.019735638617206442
Puerto Rico,630,2022,234758.7,4.4763,0.019067663946000724
Qatar,634,2022,44505.600000000006,11.556099999999999,0.25965496476847849
Qatar,634,2021,47001.229999999996,12.864799999999999,0.27371198583526429
Qatar,634,2023,44033.850000000006,11.3092,0.25682968897791131
Qatar,634,2020,49354.11,14.0794,0.28527310086231927
Republic of Korea,410,2020,2097822.31,17.477600000000002,0.0083313061915143809
Republic of Korea,410,2022,1984340.76,16.4898,0.0083099638592315159
Republic of Korea,410,2021,2043341.21,16.8768,0.0082594135122444866
Republic of Korea,410,2023,1938947.1,16.7101,0.0086181309433351755
Republic of Moldova,498,2020,321749.0,12.451899999999998,0.038700664182328454
Republic of Moldova,498,2023,261283.0,11.0348,0.042233134187834649
Republic of Moldova,498,2022,271026.0,11.5141,0.042483377978496523
Republic of Moldova,498,2021,295268.0,11.801400000000001,0.039968435455247441
Romania,642,2023,4318400.0,208.8972,0.048373749536865511
Romania,642,2020,4362500.0,217.059,0.0497556446991404
Romania,642,2022,4261900.0,210.925,0.04949083741993008
Romania,642,2021,4299700.0,210.3913,0.04893162313649789
Russian Federation,643,2022,32977956.67,855.92230000000006,0.0259543763904157
Russian Federation,643,2023,33804668.45,870.78090000000009,0.025759190665867928
Russian Federation,643,2020,32219165.79,902.37859999999989,0.028007509749990951
Russian Federation,643,2021,32333278.83,875.3101,0.02707149202535733
Rwanda,646,2020,253674.8,29.511099999999995,0.11633437771509032
Rwanda,646,2022,232265.45,26.126400000000004,0.11248508979704043
Rwanda,646,2021,242706.58,28.113400000000002,0.115832871115402
Rwanda,646,2023,235468.49,26.1337,0.11098597523600717
Saint Lucia,662,2020,1027.12,0.0546,0.053158345665550284
Saint Lucia,662,2021,1030.11,0.0546,0.053004048111366754
Saint Lucia,662,2023,1031.51,0.0546,0.052932109237913354
Saint Lucia,662,2022,1031.6,0.0546,0.052927491275688257
Saint Vincent and the Grenadines,670,2023,862.18,0.038400000000000004,0.044538263471664861
Saint Vincent and the Grenadines,670,2021,897.99,0.041100000000000005,0.045768883840577292
Saint Vincent and the Grenadines,670,2022,920.82,0.0398,0.043222345300927438
Saint Vincent and the Grenadines,670,2020,967.37,0.0427,0.044140297921167707
Samoa,882,2020,1648.79,0.1789,0.10850381188629238
Samoa,882,2021,1617.28,0.1998,0.12354075979422241
Samoa,882,2022,1585.98,0.1965,0.12389815760602277
Samoa,882,2023,1570.99,0.19640000000000002,0.12501670920884284
Sao Tome and Principe,678,2021,560.89,0.0196,0.034944463263741551
Sao Tome and Principe,678,2022,571.78,0.0199,0.034803595788590019
Sao Tome and Principe,678,2023,583.07,0.02,0.034301198826899
Sao Tome and Principe,678,2020,551.48,0.019700000000000002,0.035722057010227029
Senegal,686,2023,257436.8,110.03290000000001,0.42741713694390238
Senegal,686,2020,247153.15,112.3883,0.4547314084404751
Senegal,686,2022,250984.83,109.0889,0.43464340055930872
Senegal,686,2021,248634.77,112.34559999999999,0.45184991624461857
Serbia,688,2020,1583741.0,73.2093,0.046225550768717864
Serbia,688,2021,1563475.0,71.1347,0.045497817361966134
Serbia,688,2022,1512107.0,68.8981,0.045564301997147033
Serbia,688,2023,1416791.0,63.9092,0.0451084175435897
Seychelles,690,2021,167.97,0.013,0.077394772876108825
Seychelles,690,2022,172.72,0.0136,0.07874015748031496
Seychelles,690,2020,152.18,0.0114,0.0749112892627152
Seychelles,690,2023,155.39,0.0114,0.073363794323959078
Sierra Leone,694,2023,150614.57,5.5291000000000006,0.036710259837411482
Sierra Leone,694,2020,142546.12,5.2248,0.036653400317034235
Sierra Leone,694,2022,146936.97,5.3896,0.03667967292370327
Sierra Leone,694,2021,161305.12,5.9477,0.036872357182462651
Slovakia,703,2022,926980.0,15.4315,0.016647068976676952
Slovakia,703,2023,925810.0,15.012899999999998,0.016215962238472253
Slovakia,703,2021,914080.0,15.590300000000001,0.017055728163836863
Slovakia,703,2020,929080.0,15.8354,0.017044172730012484
Slovenia,705,2023,607760.0,14.1575,0.023294557061998157
Slovenia,705,2020,633200.0,14.754199999999999,0.023301010739102967
Slovenia,705,2021,642940.0,15.035400000000001,0.023385385883597228
Slovenia,705,2022,628110.0,13.961599999999999,0.022227953702376971
Solomon Islands,90,2020,3026.25,0.2743,0.09064023130937629
Solomon Islands,90,2021,3047.68,0.275,0.090232570348593027
Solomon Islands,90,2022,3055.01,0.2759,0.090310670014173422
Solomon Islands,90,2023,3063.26,0.2767,0.090328604166802676
Somalia,706,2020,2210674.69,536.38600000000008,0.24263452349020204
Somalia,706,2023,2163475.14,532.9755,0.24635157120409526
Somalia,706,2022,2181616.86,533.1412,0.24437893278840911
Somalia,706,2021,2197082.39,534.96539999999993,0.24348900270417254
South Sudan,728,2022,3443574.13,554.6056,0.16105522316721552
South Sudan,728,2021,3660942.66,539.9578,0.147491466036783
South Sudan,728,2023,3518904.5100000002,565.6565,0.16074789707777548
South Sudan,728,2020,3130690.82,565.7913,0.18072410612556111
Spain,724,2020,8686220.0,257.0742,0.029595635385702874
Spain,724,2022,8483000.0,247.92289999999997,0.029225851703406809
Spain,724,2021,8702590.0,253.5575,0.029135866448953704
Spain,724,2023,8564630.0,236.5181,0.027615682171909354
Sri Lanka,144,2022,538106.44,43.627,0.081075037867972752
Sri Lanka,144,2020,521820.09,42.7111,0.0818502407601823
Sri Lanka,144,2023,535325.75,43.354800000000004,0.0809876976775356
Sri Lanka,144,2021,545038.29,44.299499999999995,0.081277775915523279
Sudan,729,2020,4655239.79,1006.6190999999999,0.21623356591906082
Sudan,729,2021,4537489.71,988.0822,0.21775965636294523
Sudan,729,2023,4511513.4499999993,978.28229999999985,0.21684126864345268
Sudan,729,2022,4451542.7299999995,965.2037,0.21682453893911072
Suriname,740,2020,3020.0,0.074,0.024503311258278145
Suriname,740,2022,2839.67,0.074,0.026059366053097718
Suriname,740,2023,2786.89,0.074,0.026552895880354088
Suriname,740,2021,2501.0,0.074,0.029588164734106359
Sweden,752,2021,2782220.0,41.3448,0.014860363306999448
Sweden,752,2023,2818530.0,39.882000000000005,0.014149929218422373
Sweden,752,2020,2772740.0,42.007200000000005,0.015150068163621546
Sweden,752,2022,2764840.0,41.0785,0.014857460106190594
Switzerland,756,2023,3767219.75,75.7039,0.020095429792753663
Switzerland,756,2020,3809500.0,77.7556,0.020410972568578555
Switzerland,756,2022,3740811.77,76.723300000000009,0.020509799668428651
Switzerland,756,2021,3840200.0,77.6271,0.020214337794906518
Tajikistan,762,2021,1097222.67,109.8566,0.10012243002598553
Tajikistan,762,2020,1074371.64,105.838,0.0985115355427662
Tajikistan,762,2022,1119798.76,112.60909999999998,0.10056190810570283
Tajikistan,762,2023,1175516.2,101.49260000000001,0.086338750584636789
Thailand,764,2021,1296000.0,26.739800000000002,0.020632561728395064
Thailand,764,2022,1222000.0,26.779,0.021914075286415712
Thailand,764,2023,1278333.33,26.6145,0.020819687146857072
Thailand,764,2020,1317000.0,26.3243,0.019988078967350036
Timor-Leste,626,2021,6324.41,1.0639999999999998,0.16823703713073626
Timor-Leste,626,2022,6492.4,1.1141999999999999,0.17161604337379088
Timor-Leste,626,2020,6058.78,0.9898,0.16336622224276176
Timor-Leste,626,2023,5460.23,0.881,0.16134851462301039
Togo,768,2022,12058.0,3.1417,0.26054901310333389
Togo,768,2021,11880.0,3.1162,0.26230639730639732
Togo,768,2020,11762.0,3.0909,0.26278694099642919
Togo,768,2023,12837.93,3.1197,0.2430064659956862
Tonga,776,2023,325.13,0.024900000000000002,0.076584750715098585
Tonga,776,2021,324.36,0.0248,0.076458256258478227
Tonga,776,2020,322.85,0.0248,0.076815858757937117
Tonga,776,2022,324.56,0.0248,0.076411141237367516
Trinidad and Tobago,780,2020,2184.0,0.53609999999999991,0.24546703296703293
Trinidad and Tobago,780,2021,1708.0,0.53479999999999994,0.31311475409836065
Trinidad and Tobago,780,2023,1441.0,0.5313,0.36870229007633587
Trinidad and Tobago,780,2022,1394.0,0.523,0.37517934002869441
Tunisia,788,2023,1422529.35,69.040599999999984,0.048533691062332018
Tunisia,788,2020,1412727.5999999999,70.5567,0.04994359846866446
Tunisia,788,2021,1442488.16,69.2962,0.048039354444337344
Tunisia,788,2022,1412308.18,68.5291,0.048522766468717907
Turkmenistan,795,2023,2609241.85,120.6422,0.046236495861815184
Turkmenistan,795,2020,2463849.93,123.5494,0.050144856022136058
Turkmenistan,795,2021,2485089.35,123.6586,0.049760222907075755
Turkmenistan,795,2022,2498449.9400000004,118.92000000000002,0.047597511599531989
Türkiye,792,2020,23503790.479999997,649.32999999999993,0.027626607740250754
Türkiye,792,2021,23200306.1,664.461,0.028640182467247702
Türkiye,792,2023,21481567.040000003,611.6059,0.028471195740103695
Türkiye,792,2022,21563492.099999998,639.6465,0.029663400391442166
Uganda,800,2021,2894300.0,183.8901,0.06353525895726081
Uganda,800,2020,2781000.0,182.1487,0.065497554836389776
Uganda,800,2023,3850000.0,183.7391,0.047724441558441563
Uganda,800,2022,3296000.0,184.5633,0.055996146844660193
Ukraine,804,2020,9263600.0,202.411,0.021850144652187056
Ukraine,804,2022,7767600.0,170.6894,0.021974535248982956
Ukraine,804,2023,7430400.0,152.3973,0.020509972545219638
Ukraine,804,2021,8713900.0,189.4595,0.021742216458761291
United Kingdom of Great Britain and Northern Ireland,826,2023,15759500.0,256.887,0.016300453694596911
United Kingdom of Great Britain and Northern Ireland,826,2020,15685870.0,256.128,0.016328581073284429
United Kingdom of Great Britain and Northern Ireland,826,2022,15757400.0,259.026,0.016438371812608678
United Kingdom of Great Britain and Northern Ireland,826,2021,15890600.0,259.10880000000003,0.016305790844902017
United Republic of Tanzania,834,2021,3801290.4,532.6239,0.14011660356178
United Republic of Tanzania,834,2022,3964135.89,550.8931,0.13896927736248718
United Republic of Tanzania,834,2020,3436158.5,510.03779999999995,0.14843255920819715
United Republic of Tanzania,834,2023,4317642.17,569.10840000000007,0.13180999665843082
United States of America,840,2020,101317752.06,1657.9178,0.016363547022028156
United States of America,840,2021,102646066.7,1676.6391999999998,0.016334178735754712
United States of America,840,2023,102678763.09,1666.9235,0.016234355088003038
United States of America,840,2022,102726619.14,1664.2401,0.016200670419532704
Uruguay,858,2021,2342220.0,51.976000000000006,0.022190912894604266
Uruguay,858,2022,2286703.0,49.786,0.021771957267734374
Uruguay,858,2023,2177420.0,50.589,0.023233459782678583
Uruguay,858,2020,2271150.0,54.677,0.024074587763908153
Uzbekistan,860,2020,10930078.0,410.3406,0.037542330438995949
Uzbekistan,860,2023,11943952.0,448.4183,0.037543545051085266
Uzbekistan,860,2022,11599137.0,435.41040000000004,0.037538172020901213
Uzbekistan,860,2021,11242745.0,422.0871,0.037543064438444532
Vanuatu,548,2023,3100.0,1.2269,0.39577419354838711
Vanuatu,548,2021,2320.41,1.2013,0.51771023224343971
Vanuatu,548,2022,3091.56,1.7634,0.57039164693552769
Vanuatu,548,2020,2318.87,1.2006,0.51775218101920328
Venezuela (Bolivarian Republic of),862,2022,3608622.0,208.5755,0.057799209781462288
Venezuela (Bolivarian Republic of),862,2020,3084222.7800000003,252.3544,0.081821067413294951
Venezuela (Bolivarian Republic of),862,2021,3521014.7,200.80689999999998,0.05703097462217354
Venezuela (Bolivarian Republic of),862,2023,3737189.0,219.0653,0.058617666914892452
Viet Nam,704,2023,1246346.36,151.63510000000002,0.12166369226608888
Viet Nam,704,2020,1107887.5,163.75410000000002,0.14780751655741223
Viet Nam,704,2022,1184917.18,156.9005,0.13241473973733761
Viet Nam,704,2021,1129586.49,158.11589999999998,0.13997679805819915
Yemen,887,2021,407565.94,147.9977,0.36312578033385229
Yemen,887,2023,434165.0,147.7734,0.34036230465376072
Yemen,887,2022,427944.0,150.2524,0.35110294804927744
Yemen,887,2020,388158.05000000005,142.2055,0.36635978565947552
Zambia,894,2022,509514.86,18.3778,0.036069212976438017
Zambia,894,2020,436591.64,15.6514,0.035849060233952262
Zambia,894,2021,461904.62,16.526600000000002,0.035779248105377255
Zambia,894,2023,542688.95,18.0582,0.033275414949945091
Zimbabwe,716,2022,430408.12,46.7818,0.10869172263757476
Zimbabwe,716,2021,426942.02,46.3752,0.10862177491922673
Zimbabwe,716,2020,410582.69,44.381,0.10809272061615652
Zimbabwe,716,2023,443101.56,48.331,0.10907431695794527
"China, Hong Kong SAR",344,2021,60.0,0.0019,0.031666666666666662
"China, Hong Kong SAR",344,2022,60.0,0.0019,0.031666666666666662
"China, Hong Kong SAR",344,2023,60.0,0.0019,0.031666666666666662
"China, Hong Kong SAR",344,2020,60.0,0.0019,0.031666666666666662